id,vcm,gamma_T,ocean_file,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max
36,0.24654474949902946,0.0001019482169732544,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.2856154,3.3054948,0.7584778,0.018936044,7.2132072,41.176136,-399.55295,361.65814
37,0.49712458827604555,0.00013233873491772896,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.5005202,3.260195,0.80581707,0.017778695,6.27071,43.4164,-514.50745,448.2625
38,0.5852158649834156,0.00014361354953989943,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.8424354,3.331901,0.7289918,0.018095693,8.7447605,41.568863,-385.83542,258.15982
39,0.9160560870511192,0.00011826211226577988,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.2265368,3.3290203,0.79222643,0.017838035,9.827556,43.79906,-383.80273,443.56876
40,0.6154924380384333,0.00014055201546761705,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.195877,3.3676445,0.89418155,0.017435996,5.402683,44.38549,-463.3557,245.58908
41,0.7943476322902734,0.00012956581443009451,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.9053662,3.3104596,0.63012016,0.021162987,8.200041,44.041733,-428.51266,470.93176
42,0.30510461990487014,0.00011283913205219475,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.4618556,3.3061168,0.78391767,0.01765607,6.9347773,41.337116,-377.28806,275.26984
43,0.9867129521146807,0.00010798076327913229,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.251015,3.3410273,0.75186205,0.016028745,5.7218356,43.185043,-414.35812,198.6031
44,0.9765194193804285,0.00012563113356934855,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.724075,3.242308,0.7784631,0.016785309,5.1703677,41.45252,-399.75635,52.744915
45,0.6318631080879771,0.00011033830965743794,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.8369672,3.282071,0.746495,0.01808651,6.8022404,42.871624,-423.2643,261.0717
46,0.5577739902707108,0.00012694278786695297,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.9521096,3.3249774,0.7065557,0.021236394,7.362164,43.28817,-334.42087,428.34088
47,0.7450978702535909,0.0001414652280516022,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.9643612,3.247112,0.70488167,0.018460574,9.18175,43.015804,-221.1722,72.47863
48,0.7744313098201066,0.0001427449181415298,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.0302444,3.289673,0.59797007,0.016189475,9.433541,43.354862,-445.7743,284.6068
49,0.2207071985415722,0.00011309769848416968,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.8684926,3.2908082,0.8230171,0.021554636,6.355952,43.221214,-347.27255,288.62115
