id,vcm,gamma_T,ocean_file,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max
10,0.8545204223625369,0.00014743657851265917,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.8621364,3.2214816,0.72190803,0.016616993,7.025001,44.04199,-359.88943,221.66861
11,0.2982618942687131,0.00010904914680829777,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,1.8828627,3.31832,0.7149758,0.014737394,5.6913915,42.638847,-463.87747,188.24245
12,0.4803112821962239,0.00013801052327784915,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.377061,3.2994912,0.83665913,0.015513865,10.4196415,44.31415,-318.696,213.94034
13,0.350420523092578,0.00012042495848005643,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.9347203,3.3125472,0.7771203,0.016505854,7.454685,42.53911,-372.21884,230.18008
14,0.7328268071825771,0.00012505194609342495,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.135804,3.282842,0.85871047,0.0153528135,6.554478,44.826942,-307.88693,108.840576
15,0.8931323920329658,0.00011873339187479237,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,1.9779693,3.3373468,0.84779704,0.0162061,9.399588,42.84352,-361.25107,137.33125
16,0.5977276504410107,0.00013557319603919898,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.9406002,3.32869,0.5973197,0.022906508,6.7247915,41.09625,-669.22577,665.1892
17,0.45930211976040086,0.00011281060347318004,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.5340426,3.3184524,0.7624554,0.014645659,6.416227,44.383244,-374.4831,187.22633
18,0.6850041194000781,0.00011457369486479431,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.418099,3.2820275,0.6593031,0.017721176,6.091388,43.8749,-403.53192,229.83307
19,0.8244517674236298,0.0001360181489051678,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.7696455,3.3121426,0.76359916,0.018124955,8.075668,42.827095,-474.68924,208.64574
20,0.7970999790155908,0.00014079455550660696,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.643103,3.2956662,0.68599105,0.018941995,7.019811,43.72682,-614.8769,526.0682
21,0.836983278258183,0.00014285037584185967,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,3.0566504,3.2671106,0.65591437,0.0227911,7.9156227,43.39558,-233.09186,196.45619
22,0.7707701472267864,0.000103371661047839,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.8518567,3.316684,0.7062501,0.017589608,5.24169,43.10883,-465.22662,375.53445
23,0.5207257197005648,0.00013729121038062898,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.433044,3.3021982,0.8981819,0.017954987,6.796511,42.95859,-299.01752,95.37007
24,0.44331017363739894,0.00012184687707809934,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,3.240699,3.3668702,0.8078698,0.022703193,11.939904,43.521584,-233.17604,424.848
25,0.6284617261792882,0.00011332952357176256,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.8834236,3.2656887,0.7673186,0.0226296,6.6950865,42.6122,-395.38788,449.66855
26,0.6576406245005175,0.00010888280194651473,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.9737499,3.268672,0.61809295,0.025798036,5.0389175,42.19514,-348.9546,264.0985
27,0.956942397888763,0.00012772434779989613,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.3961604,3.3270364,0.8820012,0.019243538,5.8117647,44.54131,-338.0059,272.0801
28,0.9819015500836512,0.00010629910598245332,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.7161276,3.258718,0.73248994,0.018790986,5.275293,41.634007,-433.17502,130.08203
29,0.3854671330174103,0.00013024670939547337,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,3.0070736,3.3233128,0.7307337,0.01584806,6.0042777,44.167053,-455.72775,192.41043
30,0.3217688706673005,0.00010087825718033201,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.6901598,3.2847278,0.7079079,0.021939548,6.6573563,40.816364,-303.1478,162.16997
31,0.9359592406294805,0.0001316033351667973,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.9323418,3.2345998,0.7362924,0.01948446,9.358327,42.37518,-200.43237,254.69722
32,0.8664193883053407,0.0001075207496509615,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.757622,3.3420904,0.80536836,0.015800593,5.550966,42.18827,-530.7623,131.58847
33,0.2835236978902798,0.00011039663961130411,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.7160335,3.2881556,0.7521415,0.017661313,6.6036043,43.555737,-374.19904,221.29196
34,0.3731187092434799,0.00010583015065550948,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.1706052,3.3177955,0.80568045,0.01670794,8.150372,41.834522,-347.5974,345.6771
35,0.5533137542457723,0.00010271795050242355,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.9819791,3.3600852,0.7325601,0.018447181,13.306183,41.326935,-223.7838,183.00342
36,0.8192369631304661,0.0001012673758295177,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.2592247,3.311169,0.77867794,0.013889236,6.2186046,44.85444,-445.07385,236.58932
37,0.2794374379864404,0.00011959876640026759,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,3.0666864,3.4312134,0.78725976,0.020465916,10.855207,43.814297,-367.72278,141.44524
38,0.6124646419538706,0.0001295889057046472,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.2495384,3.2933953,0.7736196,0.01900983,7.5703382,41.118042,-467.08588,507.288
39,0.7504386166714974,0.00013900580363878642,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.629382,3.2802663,0.69592726,0.017103836,10.883704,44.76078,-190.13121,77.47059
40,0.36881435641735705,0.00012617825273658793,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,3.156279,3.3010695,0.6792183,0.016889375,6.9946475,43.1227,-410.75613,147.35513
41,0.49520479681648455,0.00010407178830645894,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.2271495,3.2819748,0.69711626,0.01700025,8.93336,40.61937,-300.52292,219.8783
42,0.5699317892252214,0.00014418859161287795,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.3330073,3.2976837,0.8715455,0.013803896,7.6419253,43.871895,-359.08493,186.94382
43,0.7802657949646413,0.00012242849851076118,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.5598528,3.2674851,0.78044254,0.021306021,6.5400195,41.796215,-260.1498,223.69476
44,0.4254782041113665,0.00014965141590363097,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.9951744,3.3049562,0.6371108,0.02777802,6.1407022,40.90865,-342.6292,412.15546
45,0.9219587186354258,0.00014381170143471105,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.6328747,3.3212218,0.7686746,0.021114694,5.8821173,41.969402,-391.4854,138.58545
46,0.6742242546645107,0.0001457000212534646,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.6920407,3.2510772,0.69979596,0.016376866,5.411549,44.47547,-406.21228,179.8636
47,0.40442633017542284,0.00013301944360013678,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.3935444,3.2868285,0.7193372,0.017853292,6.300198,43.870846,-488.41315,322.92484
48,0.3262891677053423,0.0001174874900522849,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.4449854,3.3173008,0.80131865,0.013781588,8.320563,44.5906,-296.24802,146.52971
49,0.510170001014255,0.0001467743400497939,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.5457327,3.3423526,0.72937274,0.014755593,10.58195,44.350517,-338.5588,165.37491
