id,vcm,gamma_T,ocean_file,climate,hydrology,frontal_melt,climate_file,runoff_file,salinity,pseudo_plastic_q,sia_e,ssa_n,fractures,sliding_law,z_min,z_max,phi_min,phi_max,till_effective_fraction_overburden,thickness_calving_threshold
10,0.4584615979224074,0.00012033816273202848,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
11,0.7082571666906892,0.00010985973416233237,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
12,0.27776731331174576,0.00014954239010185095,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
13,0.8168588933868746,0.00011216968228309614,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
14,0.8549836848752301,0.00011457254343406358,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
15,0.923166886511888,0.0001348388191190204,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
16,0.8867052820925718,0.00011916991158922354,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
17,0.619600445581273,0.00012314973460558607,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
18,0.31737283935900107,0.00014522049154732796,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
19,0.6778933853527997,0.00012930924003369415,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,50
