id,vcm,gamma_T,ocean_file,thickness_calving_threshold,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,climate,hydrology,frontal_melt,climate_file,runoff_file,fractures,sliding_law
10,0.39544586886084726,0.0001413687177264426,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,212.89308021676496,2.3517978,3.2604017,0.61466014,0.023492739,7.4774814,44.51001,-499.4608,743.53937,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
11,0.904125697781736,0.0001099713815039873,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,386.10253694765277,2.5729516,3.3114946,0.89796245,0.014795859,6.3494205,42.61617,-472.3538,223.47159,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
12,0.6049851750674986,0.00011331139172152552,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,237.27792650301228,1.8475801,3.248771,0.73998517,0.015568338,5.269646,41.244495,-321.41736,138.37262,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
13,0.30726334226074387,0.0001347714365507732,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,487.6108884301651,2.4312558,3.3302593,0.7822303,0.017954005,6.0595627,42.53586,-460.06644,235.79443,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
14,0.6824283329205167,0.00014005851557088382,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,255.7497438297075,2.6840918,3.3809028,0.68221456,0.01761908,6.4333086,44.34774,-379.6088,166.81094,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
15,0.505165303091644,0.00010703044072657879,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,174.00828086622218,2.639501,3.361135,0.7328149,0.027245168,5.649984,41.992367,-492.92398,468.1847,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
16,0.213968560469254,0.00010565999046070508,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,65.33244696054321,2.645595,3.2855742,0.72224104,0.017533585,7.0019336,41.016914,-344.43134,117.626434,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
17,0.8960772252715155,0.00011643697993648556,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,472.6782001826771,1.9864972,3.3354452,0.7950234,0.011791759,8.713408,43.766033,-452.1052,207.0499,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
18,0.5381864571181387,0.00013883487665216303,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,92.07297511241269,2.1851175,3.3086796,0.8832926,0.019521812,8.212179,41.922077,-306.22043,513.02844,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
19,0.823173697772263,0.00014537509936111067,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,322.26634297950096,2.9082067,3.3287878,0.8266802,0.015474813,7.129565,43.63822,-451.2692,101.272896,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
20,0.853910496017533,0.00012321535181494619,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,55.5995913312528,2.8043365,3.33058,0.8244812,0.021314215,9.533815,42.25317,-292.37137,204.00838,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
21,0.5276368475310209,0.00011908329000765184,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,288.68368903423567,2.215822,3.2566242,0.62505805,0.016870758,8.232624,41.986916,-373.87375,88.553,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
22,0.3397905889600278,0.00011266321600986683,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,492.12682770933884,2.983733,3.2501082,0.8078819,0.01941252,6.624435,43.004105,-363.01468,310.0292,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
23,0.6280799603052599,0.00013916687867473565,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,423.4244502003269,3.0809627,3.3675783,0.769238,0.017238215,5.545639,43.190796,-367.41037,101.86102,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
24,0.22473365736064138,0.00013774412686353254,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,113.9793004328062,2.6123753,3.3663805,0.7863819,0.024908634,7.3969827,41.447792,-233.26637,256.83795,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
25,0.4315315680703745,0.00010302793653692779,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,338.9934821182758,3.107737,3.3310046,0.62796944,0.017703773,9.136734,42.355984,-407.3355,83.53728,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
26,0.3551120854310596,0.00010854903056616518,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,474.13669160915805,2.657056,3.2952917,0.6647156,0.01712044,7.3975697,44.203945,-311.57895,145.72911,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
27,0.6562583587461917,0.00011091944966707154,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,176.7191096436375,2.5916286,3.3249395,0.6883536,0.019967275,7.766541,40.479275,-492.53787,535.0711,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
28,0.5867247802622854,0.00014905601573799907,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,72.24341332662799,2.293513,3.3131242,0.8405607,0.016630469,8.437345,42.138348,-336.8558,266.62595,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
29,0.8842591479600985,0.00014799624308385167,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,296.9098734890372,2.6415083,3.3680892,0.8051806,0.021010041,6.4710016,44.646873,-519.39185,416.1798,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
30,0.48152731009463173,0.00011469177791845737,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,395.65303917870955,2.0547767,3.3393312,0.6875812,0.020619642,6.894599,40.362774,-324.98883,273.30026,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
31,0.23231651842401302,0.00014317897662452367,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,160.78546122463013,2.5125818,3.2524827,0.71575034,0.016445752,8.003221,44.14818,-328.8465,133.20305,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
32,0.2704056627706847,0.00012044142802599096,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,351.9447818887137,2.912994,3.2995048,0.7387183,0.018278748,6.214472,42.786972,-350.69922,283.31848,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
33,0.5587417500797712,0.00010616267968468148,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,459.01199502843446,2.5217578,3.2676492,0.8141701,0.01771978,7.5724225,44.13298,-211.39995,223.15385,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
34,0.953704481920242,0.0001322030067952173,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,209.9320731210621,2.8801312,3.2710724,0.6009532,0.019054838,6.1988845,41.53642,-469.6326,197.04407,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
35,0.4982007419516903,0.00013145840409938177,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,372.1866971909014,2.614796,3.2744353,0.7464903,0.020151617,6.7113805,40.77443,-271.97412,211.85924,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
36,0.9680603631151417,0.00013647278288237652,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,127.04452278384892,2.053569,3.2911627,0.80742824,0.017636476,6.90995,41.459465,-369.69543,173.09668,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
37,0.3879253506465002,0.00012214677050321422,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,242.0831084608534,2.6093304,3.2813601,0.60306305,0.016032754,10.868438,43.46973,-332.5561,179.89838,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
38,0.41735307971869734,0.00014297645236885508,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,133.83555327731332,2.6995473,3.2363331,0.58235914,0.017177278,11.776934,42.766445,-222.60385,162.46526,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
39,0.8306939506908617,0.00011590413692862,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,358.80074834052175,2.7215786,3.1617663,0.6036811,0.024259532,7.95555,43.22358,-204.25282,181.13312,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
40,0.465376221565875,0.00013090568487586618,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,258.8571020625684,2.6888955,3.297233,0.8026821,0.01694759,5.921988,41.920372,-638.6932,246.77345,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
41,0.7439793328814879,0.00014633323010002715,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,221.35760017054614,2.3567972,3.291534,0.7219497,0.021433841,5.3965507,41.01039,-393.15417,497.19165,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
42,0.2545848897892954,0.00011876306005462829,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,151.8022267576533,2.859603,3.364755,0.72560114,0.019998362,6.075882,41.804707,-381.48917,157.99454,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
43,0.6430853209670813,0.00013313254199965032,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,406.34049607012804,2.5660238,3.2951696,0.8133041,0.0153652,6.508893,43.405884,-399.2563,360.7187,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
44,0.7138991012256506,0.00011747512034895648,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,441.57318681180845,2.441002,3.3015494,0.7145456,0.02003941,7.742853,40.74865,-305.45035,252.75914,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
45,0.7915100507038535,0.00010445074896813375,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,448.39102775161643,2.779768,3.2830307,0.69372594,0.0256614,5.34606,40.97263,-345.49716,101.38403,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
46,0.7062604444571605,0.00014837526602847848,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,185.07401099875375,2.8908875,3.3337753,0.6472235,0.01733245,7.5412827,41.880997,-382.91257,53.388046,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
47,0.7728747819564632,0.00013598848565567055,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,336.55948406792027,2.7049088,3.3378744,0.6915946,0.0178959,9.849104,41.307693,-345.0692,194.0508,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
48,0.4452211525685304,0.00010234305875712187,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,429.9481290920545,3.1180084,3.291928,0.62343657,0.02477847,6.8331413,42.38303,-449.10144,390.16312,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
49,0.7941871993217364,0.00012179907413974216,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,97.86157059070612,2.2177012,3.2868032,0.77822655,0.016464561,6.701434,42.757393,-453.12952,256.2054,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
