id,vcm,gamma_T,ocean_file,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,climate,hydrology,frontal_melt,climate_file,runoff_file,salinity,fractures,sliding_law,thickness_calving_threshold
10,0.32221777705649896,0.00011596823175934884,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.8539584,3.22042,0.74544674,0.019455833,7.8354278,43.372223,-306.16635,248.8567,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
11,0.4415113407552289,0.00010516925693254499,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.0474284,3.3560452,0.6941106,0.016007135,7.6900277,44.709045,-497.9381,434.80014,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
12,0.3514323904385469,0.0001021151827930574,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.815137,3.2933133,0.64167273,0.016757267,9.387545,44.235382,-375.80908,124.75711,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
13,0.5336618534761616,0.0001421569603839194,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.5333006,3.2840207,0.7640473,0.016756576,5.582486,43.104465,-457.59705,300.1475,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
14,0.4237661243040591,0.00013794685187988942,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.5435596,3.3253453,0.8329073,0.018449664,7.860673,41.281868,-337.78073,227.97003,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
15,0.227376272519306,0.00013160069414141858,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,1.9131821,3.287507,0.7937266,0.015473823,6.632005,42.56835,-439.4845,224.94775,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
16,0.36652284549161734,0.00012826916167194894,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.598546,3.3200285,0.82307315,0.015621768,6.2006497,43.138634,-318.08795,150.23451,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
17,0.5412589536906731,0.00014471505685378515,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.0933902,3.3249612,0.7415299,0.019044628,5.0622616,40.197063,-495.644,406.6252,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
18,0.7589688523978717,0.00010496178742773523,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.3712773,3.2656875,0.7210365,0.017453156,6.2621365,42.167908,-356.67825,99.69503,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
19,0.24522337375012074,0.00011820228311578787,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.873893,3.3257005,0.67380667,0.022542147,11.566714,43.70088,-250.15573,561.5693,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
20,0.587324713614737,0.00011380601588150275,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.4668467,3.2613778,0.7603534,0.015975602,6.16523,42.38617,-279.46695,126.95507,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
21,0.5165300424040591,0.00013874637070282415,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.4875927,3.3611035,0.7217277,0.015688917,7.7635694,44.189156,-417.2914,115.24623,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
22,0.7201792272890106,0.00012677083999301797,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.5568666,3.2939239,0.81467485,0.026413135,7.221975,43.044994,-297.73312,330.18564,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
23,0.7079224331505465,0.00014801444106035295,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.5708034,3.3083458,0.87379587,0.022850683,8.54899,41.619427,-341.08035,683.87146,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
24,0.33638780136141055,0.00012493643115444583,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.498883,3.2003207,0.7118339,0.019600999,5.1676493,43.22617,-274.66028,176.71576,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
25,0.9754979203772733,0.00014182606569825232,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.7006195,3.3371892,0.73177534,0.02229744,5.3280168,41.566395,-420.5754,246.26233,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
26,0.4024661163908897,0.00014954701273589392,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.9100485,3.3368082,0.6574815,0.022116879,6.3903704,42.9074,-396.16135,396.92758,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
27,0.3059998656568853,0.00014019613313644028,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.859094,3.2793834,0.71457905,0.015723744,5.8996115,43.680546,-473.63297,104.86222,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
28,0.8316419160204114,0.00013316031794247192,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.2261686,3.314541,0.72907645,0.018011624,8.407693,42.46767,-302.04346,324.47003,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
29,0.42462310014059546,0.00012975921472678536,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,3.0061443,3.2681992,0.5448028,0.021197354,6.0933766,42.490677,-474.25974,241.0181,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
30,0.2886580988734495,0.00013223512969253253,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.667816,3.3026237,0.5520682,0.016693622,7.051485,42.671474,-508.4276,213.89827,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
31,0.8138712965302151,0.00011675482429248338,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.8712137,3.2443383,0.6965819,0.027203115,5.47496,41.071785,-331.36325,447.58835,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
32,0.6545338954191935,0.00014508883300970346,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.811397,3.2770264,0.7098077,0.017089184,10.086297,40.31881,-318.4113,168.38095,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
33,0.20251261660699035,0.00010943854664742782,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.1487997,3.2523549,0.78735626,0.014483457,6.9375563,44.1785,-386.40994,161.6143,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
34,0.5771284697526714,0.00010689713527378141,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,3.219687,3.3417313,0.7205502,0.021670643,6.091165,44.114693,-489.73096,588.65155,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
35,0.6929257763154222,0.00013921326684328134,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.184879,3.283042,0.6960339,0.019174594,7.963725,40.66923,-288.49014,76.96064,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
36,0.27459792147120254,0.00014763424542061775,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.4826438,3.3193347,0.68181765,0.015592525,7.8168716,43.59017,-461.95856,222.5879,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
37,0.6470031857131595,0.00010070300434824301,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.8354852,3.320725,0.72390956,0.01884752,6.3307705,44.26168,-402.62848,274.07678,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
38,0.6052840667354209,0.00014366139349384076,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.6122167,3.2773046,0.65966314,0.018154215,6.543288,42.104546,-380.5833,264.39825,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
39,0.4737743283846929,0.00012146518361423728,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.8529418,3.262244,0.8276598,0.02216261,6.5171924,40.58532,-275.785,347.9685,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
40,0.6759449902386329,0.00010709927348890908,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.6294944,3.3521643,0.9145193,0.015478943,9.276313,43.795498,-344.59976,152.76743,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
41,0.25151069639678414,0.00011926685261479369,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.859233,3.267991,0.8364788,0.017992988,8.514895,41.55324,-258.88458,110.186455,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
42,0.9841024563162228,0.00010399267532423325,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.7689536,3.3533096,0.7999752,0.023207882,5.9150295,44.755825,-273.53586,354.10007,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
43,0.5006010429672287,0.00012347086777381202,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.896208,3.32533,0.72080344,0.020291457,7.688871,42.437084,-494.00766,422.37146,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
44,0.8626341868122835,0.00013582238348488446,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.5883896,3.2575097,0.6292384,0.017950177,7.0529594,43.666794,-415.33472,223.96945,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
45,0.9405124974895858,0.00012211112296561878,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.4551966,3.2764633,0.6181318,0.015366781,8.794602,42.63179,-410.98077,218.55902,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
46,0.6167924044276141,0.00011787208460876045,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.8069282,3.261791,0.7657481,0.018714773,8.973304,44.205566,-376.9844,416.78778,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
47,0.7904748576873315,0.00014604560148101457,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.8238575,3.3483987,0.6438767,0.017004848,5.611224,44.433052,-568.9031,242.04956,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
48,0.8821978142636682,0.00012031444858030142,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,3.1382465,3.2371566,0.8252077,0.019049179,8.9900055,42.423073,-285.3392,241.1667,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
49,0.7668720518336374,0.0001367605846912843,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,3.1281228,3.29178,0.7706517,0.021126304,5.1199718,44.500282,-397.0077,259.53525,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic,50
