id,f_ice,f_snow,std_dev,refreeze,atmosphere.elevation_change.temperature_lapse_rate,atmosphere.precip_exponential_factor_for_temperature,sia_n,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max
30,8.688341829268193,2.0222453020814286,5.264170833455891,0.4878026038738172,6.749190519788194,0.07762866303545332,3.31738716057748,2.8197339,3.3201141,0.57096624,0.025266727,5.9221716,40.769093,-387.52026,380.42386
31,8.804526518279989,4.252000892353278,6.829939600531549,0.42937529416054665,5.433837425744227,0.05661333152869815,3.6820684465381257,2.6863706,3.3514175,0.77466816,0.017506234,12.765017,44.903347,-421.00977,244.97618
32,7.185952404393634,4.149048209296578,4.317742392374988,0.6792806625147989,5.353607632472547,0.07253986404350479,3.375111182826624,2.3518083,3.3434608,0.76389134,0.020545153,5.114091,42.47014,-509.04572,251.97272
33,6.6964461911671105,2.2573800060059446,3.2900093614577233,0.731258445233968,5.175566033528309,0.07033946804989388,2.3954410845059733,2.7576196,3.2864523,0.7421784,0.019548578,6.1477146,44.31727,-345.698,262.89722
34,11.391940291314762,3.8751897897612517,4.761910428674696,0.7146618110768216,5.76311311558233,0.0712330129243797,3.222137471346221,2.412351,3.3234236,0.8749659,0.01594634,8.1226015,44.662865,-315.41025,107.39238
35,9.034491644948492,3.6241383384048964,4.014072830211845,0.6879605969602798,6.104879461956877,0.067228502355995,3.025911349802136,2.6126616,3.352048,0.835833,0.016136637,7.6487303,44.638195,-229.52231,231.7371
36,10.982678352273673,3.6886772265644234,3.8471386621566563,0.6980351422709659,6.010948929633691,0.057476481326656906,2.282575217628066,3.022692,3.3329296,0.76211584,0.02203214,7.6774564,44.66345,-429.89136,425.0248
37,8.514901502809547,4.606123627545524,4.611615322985124,0.768224314356729,6.458678164685837,0.06259237191389776,1.2141333513873447,2.6606395,3.3612285,0.8084544,0.018032718,9.835421,41.84319,-355.05197,286.17163
38,6.744753319920053,2.4980794145269263,6.005291275376619,0.5117162717426522,6.1839830768214945,0.06543393266672255,1.6112988184912824,2.4822211,3.2930465,0.8067346,0.023939505,6.475881,40.314156,-325.2244,458.4367
39,9.809936877374124,2.361619699667855,5.496384815541171,0.5246580915117193,5.7134979839040465,0.051014884538113515,3.569886777907323,1.7926248,3.328848,0.83398926,0.013394165,8.758463,44.03466,-385.5941,62.165432
40,7.699115083274825,3.7901847612011563,6.624383650368615,0.436498583236931,6.852262594878909,0.05053393354377024,1.503435628403622,2.1742222,3.3132982,0.7011096,0.015348418,7.9872327,42.826748,-443.8357,280.18774
41,7.634729115641315,3.179717308065774,4.177990320423265,0.546365329163601,5.5890288571505815,0.052921814746748494,3.9365166246321373,2.6161838,3.3091722,0.8248912,0.02729091,5.8088117,42.489388,-228.06668,456.32928
42,8.195138419204905,2.8588209489682557,3.757965022530189,0.40832359221503733,6.659608957687021,0.07401412046090886,2.692351014026591,1.8850998,3.334145,0.7630793,0.018072985,6.1200376,42.062073,-693.471,752.2412
43,8.044504157039386,4.178331098212049,3.592916888402458,0.5864057927037097,5.730393264632886,0.06154323580424052,2.8335523910757234,2.9202304,3.3078043,0.75262445,0.021448536,9.031389,42.939377,-377.91455,384.1111
44,7.841868717151403,3.3857672957782396,3.1003971995579915,0.7095623006049971,5.616919326340794,0.07540384238364477,2.4457237890606716,2.7276635,3.3364782,0.8968238,0.023875402,6.242672,43.063248,-297.5804,348.59207
45,10.382129743351175,4.094400351542083,4.412744482361292,0.5945352408050054,5.463953276701708,0.0718529214192516,1.1157726705349726,2.8186462,3.3221023,0.6873966,0.018632304,8.4285555,44.123024,-344.8612,268.8151
46,7.471423545014357,4.020766353426252,4.537896946595742,0.5825031419680067,6.926110640032469,0.06449698310960815,3.7658195594049406,2.2898886,3.3083165,0.800878,0.015069235,7.0362096,43.15118,-424.24185,320.714
47,9.159095393256543,4.716867378724151,5.765839159162748,0.5326456327082015,6.7659088752245395,0.07947892047135854,3.140721761277514,2.8381186,3.2819407,0.69666666,0.024127437,7.4554205,40.750874,-350.09375,405.61417
48,11.062270452815783,2.984919385456513,3.3356012247222395,0.6018497944358807,5.648696995201888,0.07865653358354388,1.784916325434601,2.1054254,3.347465,0.7710098,0.018601388,7.4190607,43.242287,-392.01382,434.76047
49,7.078142332598865,3.236004818691498,4.684829782772531,0.41993035810383594,6.585684667211442,0.07475002940702954,1.7769974921410703,3.028326,3.354342,0.73276204,0.01897036,8.563528,41.534157,-328.35757,102.62032
