id,vcm,gamma_T,thickness_calving_threshold,ocean_file,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,climate,hydrology,frontal_melt,climate_file,runoff_file,salinity,fractures,sliding_law
28,0.863973408273532,0.00013247886042515552,249.5003876856236,HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.502768,3.3390698,0.77137923,0.020016622,8.86209,42.473667,-310.94913,214.1733,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
29,0.7317817165973811,0.00012424347550527018,271.14144641553935,NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.8010533,3.3332,0.6601282,0.016289234,10.6422205,42.80504,-416.34027,249.93669,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
30,0.6736824012330425,0.00010828979148831284,383.2323975212257,CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,3.2592793,3.2710166,0.766945,0.025191968,6.037835,44.684086,-324.23538,491.2218,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
31,0.8052339900868609,0.0001013992438092408,126.64229127286993,CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.7511334,3.3373892,0.7640383,0.02414811,5.6318483,41.88799,-458.33093,753.6364,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
32,0.5633786659360795,0.00014596999887891854,289.2753671732712,NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.4231184,3.369901,0.787398,0.016978195,8.785234,43.578934,-276.04526,169.0732,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
33,0.9083101987429638,0.00011763971338654437,312.50783909363554,NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.29884,3.2825582,0.6978239,0.017053228,7.693674,42.660885,-483.85303,298.35684,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
34,0.3962489097259374,0.00011975465332826739,117.62935076452744,MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.6155617,3.3989553,0.7694158,0.024870237,10.630694,44.320747,-211.00856,624.49286,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
35,0.5818429810290867,0.00010505538140992979,350.4578635790481,MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,3.0501864,3.2752962,0.7539415,0.016655423,9.444851,43.330296,-369.72736,196.64726,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
36,0.5551302135059165,0.00012926835758517852,171.08114171966562,HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.1586936,3.1763458,0.72982484,0.019048732,7.2570076,41.054424,-439.92627,512.54785,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
37,0.3465018170475738,0.0001226905403349626,381.661662726282,MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.0337434,3.2582479,0.6569432,0.015338821,7.5207586,41.49374,-402.33264,155.99513,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
38,0.7974918438405513,0.00013068672822535591,206.72764065231542,NorESM1-M_rcp85_ocean_1960-2100_v4.nc,3.18014,3.3157618,0.6876835,0.0182315,9.175188,44.67102,-300.58243,98.75344,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
39,0.4957810980297018,0.00010003748555299713,302.2299805279397,CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.8225334,3.2580426,0.7326712,0.01945912,6.4999437,42.010944,-344.00885,228.43222,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
40,0.7097480757654397,0.00013320139794517814,372.08512607050375,UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,1.9576645,3.3333623,0.82564026,0.013357783,6.092631,43.998035,-493.2732,159.81435,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
41,0.6583887519240418,0.00014101431817276923,253.5522564298931,ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.3609915,3.3459823,0.71942425,0.020180559,5.2111363,40.7401,-500.02957,272.73114,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
42,0.9161442921809437,0.00011537208635398243,275.3921237852121,UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.6610773,3.2865632,0.78647566,0.017054053,6.0258956,43.343243,-371.78055,221.85364,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
43,0.47962094660786975,0.00013006660110656193,304.1355944581867,IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.79732,3.2867112,0.77984977,0.01913427,6.07092,41.739273,-266.29373,120.82232,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
44,0.9951941878130885,0.00013406195708633953,224.0420699642478,CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,1.8872912,3.3435502,0.726691,0.014166791,6.200643,41.03623,-536.5841,234.03853,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
45,0.9648062426925658,0.00012087306612566207,239.53459327516663,CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.8710964,3.3181784,0.6816944,0.020062419,12.468032,43.320812,-285.23807,127.935776,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
46,0.4876305811131165,0.00013932237938966085,132.98108118924608,CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.9815624,3.313094,0.7722753,0.024229098,5.5446167,43.43216,-317.32272,339.89804,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
47,0.5893999399004546,0.00014293694870760133,142.18910398445112,CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.2671328,3.3437035,0.81521,0.014125802,16.206587,44.039055,-206.92108,333.32742,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
48,0.38289165766786704,0.00013600016383592836,210.62316671070457,MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.2110033,3.3253076,0.73582876,0.019349905,9.958975,43.55363,-268.52402,281.38226,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
49,0.2772219683121733,0.00012976799529921688,348.7983717411496,MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,2.8638272,3.3042738,0.72454715,0.022038082,5.312937,41.843952,-498.8261,301.22763,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
50,0.4494963726081407,0.00011385166955341596,152.76799865248563,HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.52216,3.286516,0.832318,0.016166378,5.3636875,43.200855,-452.73865,259.1709,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
51,0.6399122778472518,0.00011229493044810705,102.5379833792399,HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.7239048,3.3091865,0.7333932,0.025645507,8.14649,41.371906,-237.21855,592.4318,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
52,0.9898010910473034,0.00013489368197394387,318.48080936103554,UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,3.0330923,3.3164108,0.8389575,0.018008038,5.998263,44.737236,-430.4839,241.6455,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
53,0.9842319966613838,0.00011829415786692033,187.41700912369868,MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.5526342,3.2734,0.84939957,0.015566376,6.9012337,44.53498,-357.9298,108.389,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
54,0.7843463078423057,0.00012794657750544403,277.6100369287065,ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,2.2476668,3.2672436,0.78250825,0.015283556,9.870026,40.139343,-317.52057,36.696133,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
55,0.2614657342389227,0.00014844091801261946,226.04883456010444,MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.720657,3.2796593,0.8425664,0.023927057,6.9951406,44.800243,-168.53001,211.89659,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
56,0.8840672711436147,0.00014399192943043745,107.03284037492688,IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,2.892554,3.3331108,0.80671626,0.019522952,7.7947073,42.31098,-225.29953,184.37976,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
57,0.9219036606152528,0.00012837426812949007,156.661971595571,UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.1036844,3.2667327,0.80944365,0.016507156,10.07941,42.097904,-132.96465,85.59135,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
58,0.37594950767440993,0.00012123128021417873,217.2002467924039,CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,2.7909846,3.2603781,0.81039345,0.023868715,5.839685,42.16987,-304.3615,517.0242,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
59,0.415933150877286,0.0001359090175000674,176.8711698041982,ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,1.8045591,3.2397149,0.6814847,0.013281517,6.453801,42.736973,-402.93936,76.07147,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
60,0.6851542253590484,0.0001040900878933516,185.980638978211,UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.5072293,3.2844872,0.7933347,0.017706517,8.096966,41.394695,-574.2812,525.861,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
61,0.7534607435120044,0.00013180898978314146,234.93205978288722,CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.999098,3.330894,0.722866,0.019290227,5.7897105,43.904064,-325.05923,252.76349,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
62,0.5263081542800365,0.00014454494223456972,364.50326183047736,HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.3663359,3.2933052,0.87442964,0.017674284,6.1990604,41.51714,-364.95456,210.00415,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
63,0.7736440225358062,0.00013370344298536748,204.23146339106125,NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.4632218,3.332315,0.6626756,0.01460881,8.572925,43.682392,-384.86298,128.5973,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
64,0.8278827328528632,0.00014681320712293944,127.69135062324091,CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,2.2946553,3.343546,0.8749111,0.014873968,5.690865,40.59934,-489.38217,188.22461,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,34,false,pseudo_plastic
