id,f_ice,f_snow,std_dev,refreeze,vcm,calving.eigen_calving.K,sia_n,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,pseudo_plastic_uthreshold,sliding_law,climate,pr_paleo_file,tas_paleo_file,calving.thickness_calving.threshold,atmosphere.elevation_change.temperature_lapse_rate
21,6.118748427591019,2.513187187117345,4.821871105391484,0.5241345013215819,0.4584908283667568,2.450751238411558e+18,3.8617410610701137,2.1347632,3.3427713,0.77044106,0.0155464765,10.658414,42.964954,-495.28598,460.03848,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
22,11.578152769353913,3.953717093983043,5.167906356157003,0.5408871189360565,0.7634162405329257,5.992557664054358e+18,3.14158422871798,1.8532,3.3239622,0.7683983,0.021345748,6.3384542,43.798683,-447.0949,690.5142,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
23,10.864678906818122,3.901172432396213,3.5468056785510145,0.4468199694753058,0.7745565845558443,2.353905622827358e+18,3.7772195072766626,2.5240703,3.3330512,0.7731473,0.014084537,6.252211,42.35328,-491.70807,99.84788,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
24,10.348519245657231,4.28281498743017,6.721119236028919,0.6623211806868022,0.5832011005827319,8.00973422706953e+18,3.703682687031986,2.6358955,3.3342001,0.76878804,0.016814098,6.1480765,44.22082,-420.94836,333.41254,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
25,8.732825900576463,2.20292363798707,3.225445381595399,0.5872336598008123,0.6213958506973984,4.741141155196481e+18,3.201251869351071,2.3666546,3.2974184,0.63943464,0.0146014355,8.189648,41.1377,-360.18378,140.20847,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
26,7.314968199795261,4.491821219664272,5.446810874410222,0.6386365524510433,0.7368944113614659,9.818483405458436e+18,3.421565243184224,2.7976568,3.3288248,0.72388816,0.025560688,6.246256,43.698364,-354.32553,305.13556,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
27,11.222355479845838,4.4480739466908314,6.007218338751187,0.6547165470197214,0.47986537162586873,7.364509473235332e+18,3.9690838135955446,2.2057807,3.3150773,0.6525311,0.014983422,7.813415,44.50902,-452.4903,191.19618,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
28,8.13479078528098,2.3296511118175114,5.9348489601472885,0.578106641350446,0.44834562342901085,4.581906065102731e+18,3.9029331270384513,3.1876965,3.231685,0.71022063,0.025115827,6.9192,43.9569,-290.24014,396.04742,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
29,11.956075827641376,4.5802610669767505,6.903284964190389,0.6923594630867856,0.796976702326306,5.643952547710146e+18,3.533385552621988,2.289835,3.2713227,0.74308866,0.022311773,6.3114705,41.650013,-468.9135,703.661,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
30,9.734771458948732,3.083780337786216,5.083177504103633,0.6485227218231595,0.6277366880818109,8.587182899907987e+18,3.1030256914978085,2.7390323,3.346686,0.7505178,0.016593916,11.077925,41.841103,-204.17726,175.31998,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
31,10.104490268006916,3.521630895511119,5.714451244391638,0.40689311191109,0.7196274690883622,6.960136103222668e+18,3.859083084455942,2.5309463,3.3499355,0.92056,0.02109659,5.298751,41.561424,-412.92773,438.61658,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
32,7.94665520721809,2.142959976990245,6.522904539114753,0.416448559995414,0.6537153271286367,6.339892239547602e+18,3.6502083131978695,3.388073,3.2992334,0.66464496,0.021395145,8.436045,44.15615,-339.26694,229.63538,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
33,11.660378626648884,2.449780524996693,6.325664285432714,0.6753984884462073,0.4698815166605346,1.0642963768561902e+18,3.936556224227491,2.2052996,3.2222128,0.71269757,0.01798518,8.6194725,43.539032,-248.57373,188.71278,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
34,6.816904639932161,4.358967258286555,4.147958926091506,0.5109100394709869,0.7247170255501458,5.579345416399722e+18,3.461713326176369,2.5765119,3.3301075,0.8201717,0.014539732,6.7951937,42.832664,-446.87906,337.40555,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
35,8.600688420272462,4.092970416534712,5.84510195366572,0.6059076643140571,0.5242937223917148,2.9509578081602345e+18,3.226246579121207,2.4917672,3.3315227,0.8120599,0.019001544,9.776764,41.85357,-275.96558,127.10925,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
36,6.212851408443367,4.197324166744906,6.972830894382543,0.42110852259831794,0.42456108374777074,7.451807861403131e+18,3.4916213064465063,2.4685316,3.3457553,0.759922,0.016501158,6.187322,43.26202,-365.97235,118.455574,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
37,9.248287865525885,2.642115703354141,4.061562805854675,0.40010413801045724,0.7025724485625768,8.374620475208098e+18,3.058887010071915,2.6248,3.3218,0.9205063,0.018733831,8.77024,42.062405,-245.83755,219.31036,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
38,8.902639633061597,3.7241529266775277,5.538748277677019,0.5455026995105999,0.613288978597806,7.928585392396295e+18,3.581586734530744,2.7378917,3.2785532,0.72272015,0.018135658,9.085753,44.191833,-291.8299,127.66914,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
39,6.527663412333808,3.9990476407938838,3.369312787376231,0.45222822284523434,0.7529486507229487,1.975300498761501e+18,3.515598181241525,2.2843542,3.3516407,0.7691162,0.016676405,9.37669,42.838833,-370.96555,311.08887,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
40,8.366162728457217,2.0401781225384923,4.927511593577188,0.6673850408012093,0.5866430019005122,9.063788790095555e+18,3.791692879907192,2.7458353,3.3307073,0.59665555,0.016521243,7.1561966,44.004574,-546.2633,193.18027,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
41,7.671596257138114,4.861638820946746,3.804601151759404,0.6150914702848476,0.6600322102965972,3.542885728355983e+18,3.660400570161107,3.0143142,3.3140385,0.7450135,0.01715551,6.595673,44.608765,-403.17166,213.37868,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
42,6.923510605902721,2.5539808296107402,6.798815866219729,0.6803901755460748,0.5650571336370088,1.7310242010888799e+18,3.688472375270849,2.5667715,3.2533712,0.5917157,0.017747058,6.6400566,43.795254,-591.761,459.352,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
43,7.875525137885256,3.3919034745050354,6.514823424537742,0.5688118706903025,0.553093950691138,9.707705280387053e+17,3.1986733310224795,2.7135096,3.2431674,0.7262172,0.02496392,6.157323,42.79904,-328.56555,268.654,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
44,10.713687418194683,3.7567373711410736,5.753901260620649,0.6321768126699292,0.41615065347509095,3.649032173104167e+18,3.619334949677666,2.6890004,3.3108726,0.64968497,0.017609466,8.968272,43.776173,-452.39053,283.09872,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
45,9.566662860166591,4.948672397328484,4.663152878897084,0.5346094880339658,0.4017778232565693,8.633737184623288e+18,3.3912963515542858,2.8251836,3.3031838,0.77086073,0.020191813,7.844521,43.887398,-236.79872,146.87517,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
46,8.262895559777306,3.673888459799398,4.431022463057246,0.45540405602555717,0.5025422147190304,3.909895270891532e+18,3.368157260675333,3.0207863,3.3544252,0.8381882,0.02409628,5.8189416,41.57429,-291.74512,378.78125,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
47,11.379266881818317,2.700676806058838,4.908711388757396,0.5576598727238267,0.543173893673877,6.59260386526389e+17,3.249393501691471,2.7916634,3.28123,0.79264414,0.022902904,9.025276,40.756233,-328.87857,306.43405,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
48,9.885177738318866,2.9979662171642634,4.442582299150178,0.5063739015305826,0.7890968462241335,8.901972893656616e+18,3.0680595016947345,2.6939359,3.1738565,0.8617962,0.014999476,7.8831673,44.39694,-264.4676,45.494114,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
49,9.986109725386754,3.2707042416617105,5.273323611024789,0.6199211728609875,0.57382363779967,7.616406781495039e+18,3.748635083191318,2.490984,3.333401,0.84814304,0.018763142,8.432735,43.69939,-223.95186,153.41376,100,pseudo_plastic,paleo_searise,pism_dT.nc,pism_dT.nc,100,6
